TONYA,,OMAHONY,,F,898894831,02/11/2009,8456328715,,2524 CRESTON AVENUE,,,,-1,,,4748201,15638877,
TONYA,,MCEACHERNSEVERSON,,F,0,02/11/2009,8456328715,,2524 CRESTON AVENUE,,,,-1,,TMCEACHERNSEVERSON@AMGGT.COM,4748215,15816478,BARBARA ELIZABETH HOOK

TRISTAN,JERRY,WISTERMAN,,M,817828026,20/12/1953,5518627335,,146 CLAY STREET,,BROOKLYN,NY,11222,,,4748224,15921757,
JULIAN,JERRY,WISTERMAN,,M,817825062,20/12/1953,0,,460 EAST 21TH STREET,1A,BROOKLYN,NY,11226,,JWISTERMAN@AMGGT.COM,4748234,15685939,

CHERYL,,MOFFATT,,F,844748141,11/08/1924,6109295231,,462 FIRST AVENUE,,NEW YORK,NY,10016,,,4748247,15398841,
CHERYL,,MOFFATT,,F,0,02/08/1950,9089607061,,462 FIRST AVENUE,1,NEW YORK,NY,10016,,CMOFFATT@AMGGT.COM,4748251,15605474,

VANESSA,,NEWMAN,,F,0,05/10/2007,2129792478,,11048 173RD STREET,PH,JAMAICA,NY,11433,,,4748260,15526939,
VANESSA,,NEWMAN,,F,0,05/10/2007,2129792478,,11048 173RD STREET,PH,JAMAICA,NY,11433,,,4748264,15852187,

TINA,THERESA,MCQUEARY,,F,860538404,05/02/1993,8481973985,,,,,,-1,,,4748280,15408570,
TINA,,MCQUEARY,,F,0,05/02/1993,6108126217,,,,,,-1,,,4748284,15819381,

MONIKA,CASSANDRA,SCOTT,,F,861011456,03/12/1995,5161125026,,532 E 184TH STREET,2C,BRONX,NY,10458,,,4748288,15813746,
MIA,,SCOTT,,F,0,03/12/1995,5161125026,,532 E 184TH STREET,,BX,NY,10458,,MSCOTT@AMGGT.COM,4748289,15377909,

JUDITH,A,TESKE,,F,0,03/05/1986,6103375269,,550 1ST AVENUE BCD,558,NEW YORK,NY,10016,,,4748302,15491746,
JUDITH,A,TESKE,,F,828366537,03/05/1996,2127128147,,200 PARK PLACE,,NEW YORK,NY,10016,,,4748310,15686694,

LESLEY,,ESPINAL,,F,0,23/09/1996,6314726002,,3420 30TH STREET,3N,LONG ISLAND CTY,NY,11106,,,4748324,15815404,
LESLEY,,CHAVEZ,,F,0,23/09/1996,2121349982,,4115 35TH AVENUE,2L,LONG ISLAND CTY,NY,11101,,LCHAVEZ@AMGGT.COM,4748341,15634788,

GAUDELUPE,,LINBORG,,F,0,29/12/2011,0,,6141 BROADWAY,7K,BRONX,NY,10471,,,4748345,15900248,
GUADALUPE,,LINBORG,,F,837128808,29/12/2011,3472424098,,3155 AVENUE,,BRONX,NY,10469,,,4748357,15707366,

VELVA,,BOROFF,,F,828322276,10/12/1996,6096639038,,2675 MORRIS AVENUE,4J,BRONX,NY,10468,,,4748358,15623782,
VELVA,,COHEN,,F,828321616,10/12/1996,7326785945,,2675 MORRIS AVENUE,4J,BRONX,NY,10468,,,4748373,15982618,

LAWRENCE,,ORNELAS,,M,855069039,29/12/1938,6095617350,,397 HENDRIX STREET,1,BROOKLYN,NY,11207,,,4748382,15722868,
LARRY,,LOFTIS,,M,0,29/12/1938,2675367595,,397 HENDRIX STREET,1,BROOKLYN,NY,11207,KIRKMAN,LLOFTIS@AMGGT.COM,4748384,15674002,

MARONDA,L,PA,,F,855380738,26/06/2013,6095097462,,3842 ELLIOT PLACE,G,BRONX,NY,10452,,,4748403,15932303,
MARINDA,,PA,,F,0,26/06/2013,5511215348,,2344 UNIVERSITY AVENUE,2N,BRONX,NY,10468,,,4748423,15483263,

CHRISTA,,EISENBERG,,F,0,28/10/2015,2674585746,,1349 NOBLE AVENUE,PH,BRONX,NY,10472,,CEISENBERG@AMGGT.COM,4748435,15658105,
ROZENA,,EISENBERG,,F,0,28/10/2015,2674585746,,1313 BEACH AVENUE,2,BRONX,NY,10472,,,4748453,15466100,

MOLLY,M,NOFFKE,,F,812240984,13/12/1940,2673327505,,2700 CRESTON AVENUE,PH,BX,NY,10468,,,4748472,15867767,
MOLLY,,NOFFKE,,F,0,14/10/1921,3479941205,,2700 CRESTON AVENUE,,BRONX,NY,10468,,,4748479,15470488,

KATHERINE,,STEWART,,F,0,11/06/1960,8485663590,,2816 JEROME AVENUE,5A,BRONX,NY,10468,,KSTEWART@AMGGT.COM,4748495,15568276,
KATHERINE,,JACOBS,,F,866292959,11/06/1960,5189599301,,2816 JEROME AVENUE,5A,BRONX,NY,10468,,,4748511,15800477,

JESSICA,,QUEDAZA,,F,0,02/05/1929,2123001662,,546 SARATOGA AVENUE,,BROOKLYN,NY,11212,,JQUEDAZA@AMGGT.COM,4748530,15898123,
JESMICA,,SCHULZ,,F,846465393,02/05/1929,9599487317,,546 SARATOGA AVENUE,,BROOKLYN,NY,11212,,,4748542,15462107,

KYLE,,HOLT,,M,0,21/12/2007,8628873636,,330 EAST 19TH STREET,3A,BROOKLYN,NY,11226,,,4748559,15925470,
KYLE,,HOLT,,M,870398692,21/12/2007,8628873636,,1358 EAST 87 STREET,,BROOKLYN,NY,11236,,,4748569,15422193,

LUCY,,GOLDSTEIN,,F,884807501,13/10/1986,9295364046,,219 E 121 STREET,,NEW YORK,NY,10035,,,4748588,16016305,
LUCY,A,GOLDSTEIN,,F,0,05/07/2011,9295364046,,219E 121ST,,NEW YORK,NY,10035,,LGOLDSTEIN@AMGGT.COM,4748590,15575759,

EMELY,OLIVIA,COSTEIRA,,F,845194280,21/12/2004,2678974633,,232 BRONXWOOD AVENUE,,NEWYORK,NY,10462,,,4748596,15417922,
EMELY,O,COSTEIRA,,F,845194289,21/12/2004,2678974633,,660 NEREID AVENUE,PH,BRONX,NY,10470,,,4748613,15966658,

ERIC,,BRISCOE,,M,0,15/05/2013,2038557950,,237 WEST 127TH STREET,9E,NEW YORK,NY,10027,,,4748624,15788389,
ERIC,,BRISCOE,,M,0,15/05/2013,5182138702,,,,NEW YORK,NY,10027,,,4748629,15382638,

JOHN,DAVID,PARDO,,M,820272277,18/10/1975,9176483728,,1916 EDSON AVENUE,,BRONX,NY,10461,,,4748636,15395362,
JOHN,DAVID,PARDO,,M,0,21/12/2004,6311121135,,1916 EDISON AVENUE,BSMT,BRONX,NY,10461,,JPARDO@AMGGT.COM,4748637,15695858,

MEGAN,,VOWELL,,F,829618860,08/12/1941,8457851946,,1523 TAYLOR AVENUE,1,BRONX,NY,10462,,MVOWELL@AMGGT.COM,4748652,15814572,
MEGAN,,VOWELL,,F,828053805,23/10/1923,8457851946,,1523 TAYLOR AVENUE,1,BRONX,NY,10460,,,4748668,15716511,

ROBERT,,AMICK,,M,0,04/11/1972,3476486245,,528 FLATBUSH AVENNUE,2,BROOKLYN,NY,11225,,,4748688,15803378,
ROBERT,BERNARD,QMICK,,M,816697011,04/11/1972,3474802719,,528 FLATBUSH AVENUE,2,BROOKLYN,NY,11226,,,4748708,15392328,

JENNIFER,,BURY,,F,848553410,27/12/1978,2125023540,,,,,,-1,,,4748712,16020313,
JENNIFER,,BURY,,F,0,27/12/1968,0,,41 OAKLAWW AVENUE,,STANFORD,CT,6905,,JBURY@AMGGT.COM,4748715,15940690,

DAVINA,,GARRISON,,F,0,05/08/1950,9293467703,,894 ROGERS PLACE,3A,BRONX,NY,10459,,DGARRISON@AMGGT.COM,4748729,15628398,
DAVINA,MAUREEN,GARRISON,,F,861380613,06/08/1950,4841978877,,894 ROGERS AVENUE,3A,BRONX,NY,10459,,,4748749,16018309,

PETE,,TARTAGLIA,,M,895077560,13/06/1953,9085854311,,1506 JARVIS AVENUE,1,BRONX,NY,10461,,,4748769,15396556,
PETE,,TARTAGLIA,,M,839123254,18/06/1935,9085854311,,1506 JARVIS AVENUE,PVT,BRONX,NY,10461,,,4748787,15818436,

MARION,,WILLIAMS,,F,844360264,01/11/2004,9291257315,,1121 MORRISON AVENUE,5C,BRONX,NY,10472,IVIE,MWILLIAMS@AMGGT.COM,4748794,15838007,
MARION,,WILLIAMS,,F,843360264,01/11/2004,9291257315,,285 EAST 171ST STREET,A206,BRONX,NY,10457,,,4748807,15766601,

KAISSIR,,BABAI,,M,0,24/12/2003,8621344447,,800 EAST 173RD STREET,5:00 AM,BRONX,NY,10455,,,4748821,15788599,
KDISSIR,,BABAI,,M,0,24/12/2003,8621344447,,800 E 173RD STREET,5:00 AM,BRONX,NY,10455,,,4748834,15828605,

SARA,D,PRUIS,,F,0,17/10/2011,7324704753,,9150 215 PLACE,PH,QUEENS VILLAGE,NY,11428,,,4748852,15485143,
SARA,,PRUIS,,F,0,17/08/1992,7324704753,,9110 215 PLACE,,QNS VILLAGE,NY,11428,,SPRUIS@AMGGT.COM,4748869,15538347,

MEGAN,,FIELDS,,F,0,16/10/1970,9348782927,,1031 VAN NEST AVENUE,2 FL,BRONX,NY,10461,,,4748882,15959797,
MEGAN,,FIELDS,,F,0,06/12/2008,5512385723,,1031 VAN NEST AVENUE,PH,BRONX,NY,10461,,MFIELDS@AMGGT.COM,4748883,15559723,

CRYSTAL,,KUGLER,,F,0,26/09/2002,9738139690,,6018 DELAFIELD AVENUE,,BRONX,NY,10471,,,4748896,15634257,
CRYSTAL,,KUGLER,,F,870727196,01/10/1982,9738139690,,4901 HENRY HUDSON PARKWAY,9E,BRONX,NY,10471,,,4748905,15663333,

DOMINIQUE,BRIANNA,NEWTON,,F,0,23/09/2011,5168125414,,2760 JEROME AVENUE,6S,BRONX,NY,10468,HARRINGTON,DNEWTON@AMGGT.COM,4748921,15672474,
DOMINIQUE,B,NEWTON,,F,848469836,26/09/1993,5168125414,,2760 JEROME AVENUE,6S,BRONX,NY,10468,,,4748927,15564159,

ERNESTINE,,HANSEN,,,878499467,09/10/1989,5169482450,,,,,,-1,,,4748928,15651766,
ERNESTINE,STACEY,HANSEN,,F,0,06/08/2011,5169482450,,206 E 124TH,3B,NEW YORK,NY,10035,,,4748948,15454538,

MICHAEL,,SOUZA,,M,0,07/12/2007,2013594091,,8526 91 STREET,PH,WOODHAVEN,NY,11421,,,4748965,15864554,
MICHAEL,JOSEPH,SOUZA,,M,889344185,15/10/1986,2013594091,,8526 91ST STREET,ROOM,WOODHAVEN,NY,11421,,,4748980,15766713,

ARIEL,,REINFONAS,,F,0,17/12/1989,9081887946,,2390 DAVIDSON AVENUE,1G,BRONX,NY,10468,,AREINFONAS@AMGGT.COM,4748983,15725023,
ARIEL,,REINFONAS,,F,0,17/12/2002,9081887946,,2825 WEBB A,1C,BRONX,NY,10468,,,4749001,15658340,

DORIS,,DELMAR,,F,0,06/12/2004,7185424107,,4 E 28TH STREET,806,NEW YORK,NY,10016,,,4749015,15411465,
MARY,,DELMAR,,F,0,06/12/2004,6103201853,,167 DEWEY AVENUE,1,STATEN ISLAND,NY,10308,,,4749035,15551126,

CATHY,,ZHISPON,,F,0,11/12/1951,4843464817,,254 ST NICHOLAS AVENUE,1FL,BROOKLYN,NY,11237,,,4749036,15711427,
CATHERINE,KELLY,GLASS,,F,879196830,11/12/1961,6097306493,,254 SAINT NICHOLAS,1F,BROOKLYN,NY,11237,,,4749048,15641900,

MARIA,,IACOBELLI,,F,884439442,17/08/1937,5514961682,,653 BRITTON AVENUE,BSMT,BRONX,NY,10467,,,4749053,15844569,
MARIA,,IACOBELLI,,F,0,17/08/1937,5704589987,908-734-6208,2092 VALENTINE AVENUE,1F,BRONX,NY,10457,,,4749063,15571800,

RUBY,,GOMEZ,,F,0,15/12/1996,7184754460,,2343 VALENTINE AVENUE,4C,BRONX,NY,10457,,RGOMEZ@AMGGT.COM,4749064,15481873,
RUBY,,GOMEZ,,F,0,15/12/1996,9592621764,,2343 VALENTINE AVENUE,4C,BRONX,NY,10457,,,4749083,15434696,

AUTUMN,,CRIARIS,,F,0,17/03/2007,2672654135,,1130 GRAND CONC,3FL,BRONX,NY,10456,,,4749098,15659685,
AUQUMN,,CRIARIS,,F,842814117,17/03/2007,2672654135,,1130 GRAND CONC,3FLR,BRONX,NY,10456,,,4749105,15428643,

ROLAN,STEVEN,SHINDER,,M,0,19/02/2013,9292265376,,333 EAST 150TH STREET,19,BRONX,NY,10451,,,4749114,15950708,
ROMAN,,SHINDER,,M,0,19/02/2013,7187264707,,333 E 150TH STREET,19,BRONX,NY,10451,,RSHINDER@AMGGT.COM,4749130,15563020,

CHERYL,,SOTO,,F,0,16/03/1977,2035507622,,134 ELLIOT PLACE,3J,BRONX,NY,10452,,CSOTO@AMGGT.COM,4749139,15447162,
CHERYL,,SOTO,,F,845424385,11/10/1958,2035507622,,134 ELLIOT PLACE,3 J,BRONX,NY,10452,,,4749144,15991069,

BRENDA,,PIKE,,F,0,12/05/2014,7323599881,,1537 RESEARCH AVENUE,PVT,BRONX,NY,10465,,,4749151,15879584,
BRENDA,,PIKE,,F,0,12/05/2014,9081137059,,1537 RESERCH AVENUE,PH,BRONX,NY,10462,,,4749162,15962658,

SHANE,,HARPER,,M,0,15/12/1934,8621801858,,4025 HUBBARD PLACE,PVT,BROOKLYN,NY,11210,ATWOOD,SHARPER@AMGGT.COM,4749166,15750523,
SHANE,,HARPER,,M,878843204,15/12/1924,2039146921,,1127 EAST 104 STREET,PH,BROOKLYN,NY,11236,,,4749177,15680784,

MIGUEL,,JOHNSON,,M,0,18/07/1937,8487098787,,4058 BRUNER AVENUE,PH,BRONX,NY,10466,,,4749195,16001464,
MIGUEL,BOB,JOHNSON,,M,830572781,18/07/1937,8459741069,,1276 ADEE AVENUE,BSMT,BRONX,NY,10469,,,4749201,15411291,

ALTHEA,JEAN,JENNINGS,,F,875785704,11/12/1946,9295641023,,,,,,-1,,,4749203,15791892,
ALTHEA,,RICE,,F,0,11/12/1946,8621898379,,8049 249TH STREET,PH,JAMAICA,NY,11426,,,4749204,15975547,

SEAN,PAUL,COLEMAN,,M,896783435,03/06/1990,7324702563,,1036 PIERCE AVENUE,PH,BRONX,NY,10461,,,4749208,15650731,
SEAN,PAUL,COLEMAN,,M,0,03/06/1990,2014404245,,3410 KINGSBRIDGE AVENUE,1F,BRONX,NY,10463,,SCOLEMAN@AMGGT.COM,4749221,15707062,

RACHEL,,PEICE,,F,854186656,07/12/1961,2032831693,,3350 ST ANNS AVENUE,7W,BRONX,NY,10454,,,4749223,15799076,
RACHEL,M,PRICE,,F,0,06/12/1961,2015359639,,350 ST ANNS AVENUE,7W,BRONX,NY,10455,,RPRICE@AMGGT.COM,4749229,15947173,

DAGLENE,,EVANS,,F,883352259,23/12/1995,9591759888,,,,,,-1,,,4749233,15773984,
DARLENE,L,MORNINGSTAR,,F,0,23/12/1995,6109554308,,272 DIVISION AVENUE,3,FLUSHING,NY,11311,,DMORNINGSTAR@AMGGT.COM,4749252,15949415,

JOSE,CHARLES,MENDOZA,,M,872698207,07/05/2000,6314204026,,2610 UNIVERSITY AVENUE,5D,BRONX,NY,10468,,,4749271,15945034,
JOSE,,CARTY,,M,872691201,07/05/2000,2678827155,,2610 UNIVERSITY AVENUE,PH,BRONX,NY,10468,,,4749273,15458064,

KATHERINE,O,ASSAF,,F,837653565,26/11/1962,9599687315,,1881 WALTON AVENUE,5F,BRONX,NY,10453,,,4749289,15478439,
KATHERINE,O,ASSAF,,F,0,26/11/1962,0,,210 E 181ST,6F,BRONX,NY,10457,,,4749295,15854077,

NALAH,BARBARA,SCOTT,,F,0,18/05/2002,0,,3403 FOSTER AVENUE,6E,BROOKLYN,NY,11203,,,4749311,15767771,
NATALEE,ANN,SCOTT,,F,0,18/05/2002,6109641825,,3403 FOSTER AVENUE,,BROOKLYN,NY,11203,,,4749325,15955739,

BONNIE J,,PANET,,F,898515893,12/10/1938,8623869685,,5 WESTMINSTER ROAD,,BROOKLYN,NY,11218,,,4749332,15739126,
BONNIE J,,PANET,,F,0,24/02/1956,8623869685,,5 WESTMINISTER ROAD,D 1,BROOKLYN,NY,11218,,,4749348,15894181,

COURTNEY,,BOWLING,,F,0,22/06/1986,9171623507,,71 EUCCID AVENUE,,BROOKLYN,NY,11208,,CBOWLING@AMGGT.COM,4749355,15479807,
COURTNEY,TIFFANY,BOWLING,,F,855188108,22/06/1986,8488327644,,71 EUCLID AVENUE,1,BROOKLYN,NY,11208,,,4749375,15945152,

AREJANDRO,MIKE,SALINAS,,M,863920381,19/08/2009,8625577515,,1560 SILVER STREET,1B,BRONX,NY,10461,,,4749380,15988869,
ALEJANDRO,,SALINAS,,M,0,19/08/2009,8625577515,,1560 SILVER STREET,1B,BRONX,NY,10461,,,4749395,15867450,

THEO,,FORREST,,F,853605315,02/12/1991,2123706425,,545 W 144TH STREET,18,NEW YORK,NY,10031,,,4749412,15777848,
THEODORA,,FORREST,,F,853605315,02/12/1991,2123706425,,545 WEST 144TH STREET,18,NEW YORK,NY,10031,,TFORREST@AMGGT.COM,4749416,16000823,THEO  FORREST

SUXAN,,WRAT,,F,0,22/11/2003,9291362105,,8921 159 STREET,5 D,JAMAICA,NY,11432,,,4749417,15965818,
SUSAN,,WEST,,F,0,22/11/2003,9291362105,,8921 169 STREET,5,JAMAICA,NY,11432,,,4749431,15615067,

UANDOLPH,,TILTON,,M,0,29/03/2010,2678464306,,1432 CROSS AVENUE,3,BRONX,NY,10472,,,4749441,15605202,
RANDOLPH,,TILTON,,M,0,29/03/2010,9291957126,,,,,,-1,LOPEZ,RTILTON@AMGGT.COM,4749442,15494800,

EMILY,,GERGEN,,F,0,14/11/1954,8626424750,,,,,,-1,,,4749448,15786190,
EMILY,,GERTEN,,F,800395155,14/11/1954,7187004078,,,,,,-1,,,4749458,15912904,

NANCY,A,SKOGLAND,,F,861367410,27/02/2003,9739435116,,,,,,-1,,,4749477,15739000,
NANCY,,SKOGLAND,,F,0,27/02/2003,9736753239,,,,,,-1,,NSKOGLAND@AMGGT.COM,4749485,15399770,

MAKENA,E,BAXTER,,F,890791509,12/09/1959,6095177268,,,,,,-1,,,4749495,16022865,
MAKENA,,VANDENBOS,,F,0,12/09/1959,9172644646,,,,,,-1,,,4749508,15788511,

MARK,,CHAPMAN,,M,865612710,23/11/1965,9731419292,917-635-5927,460 W 41 STREET,,NY,NY,10018,,,4749519,15736461,
MARK,,CHAPMAN,,M,0,23/11/1965,2034643582,,350 LAFAYETTE STREET,,NEW YORK,NY,10012,,MCHAPMAN@AMGGT.COM,4749520,15830081,

YID,WALTER,ROLL,,M,855866764,23/08/1994,2033987369,,818 TRINITY AVENUE,,BRONX,NY,10456,,,4749529,15651493,
JOHN,,ROLL,,M,0,23/08/1994,2033987369,,431 E 154 STREET,16,BRONX,NY,10455,,,4749536,15692699,

CHRISTINA,RENE,SORENSON,,F,827266283,20/08/1987,7186437097,,13 WARDS ISLAND,,NEW YORK,NY,10035,,,4749537,15971630,
CHRISTINA,,SORENSON,,F,0,20/08/1987,9175091917,,219 E 121 STREET,,NEW YORK,NY,10035,,,4749549,15387666,

STEPHANIE,AMANDA,FRANKE,,F,0,29/12/1958,9341777148,,2390 DAVIDSON AVENUE,2F,BRONX,NY,10468,,SFRANKE@AMGGT.COM,4749554,16014288,
SNEPHANIE,OMANDA,CHESNUT,,F,0,29/12/1958,7329958841,,2390 DAVIDSON AVENUE,2F,BRONX,NY,10468,,,4749568,15640074,

LAURIE,BERTHA,HILLHOUSE,,F,825588072,19/12/1979,4848195961,,219 E121ST,,NEW YORK,NY,10035,,,4749580,15895590,
LAURIE,BERTHA,HERRERA,,F,825588069,19/12/1979,9175761055,,MABON BLDG 13,34,NEW YORK,NY,10035,,,4749585,15467061,

GREGORIO,P,HANLEY,,M,814467686,04/10/1982,9171784825,,,,,,-1,,,4749592,15566529,
GREGORIO,,HANLEY,,M,0,25/12/2003,9171784825,,,,,,-1,,,4749597,15465365,

ESTELLA,LORNA,FIELDS,,F,0,08/06/1949,5183691650,,1915 CROTONA AVENUE,3,BRONX,NY,10457,ROBINSON,EFIELDS@AMGGT.COM,4749600,15599380,
ESTELLA,LRRNA,FIELDS,,F,845770828,21/10/1920,5183691650,,1915 CROTONA AVENUE,3,BRONX,NY,10457,,,4749619,15768439,

BARB,CHRISTINA,KIRKLAND,,F,861327547,15/12/1950,8481755426,,930 GRANDCONCOURSE,5D,BRONX,NY,10451,,BKIRKLAND@AMGGT.COM,4749620,15835743,
BARBARA,CHRISTINA,KIRKLAND,,F,811915490,15/12/1980,8481755426,,930 GRAND CONCOURSE,5D,BRONX,NY,10451,,,4749628,15899636,

CELINDA,,PAYANO,,F,0,28/06/1930,6107942021,,1838 TROY AVENUE,PH,BROOKLYN,NY,11234,,,4749636,15691092,PAYANO
TRAUMA,,PAYANO,,F,834340346,28/06/1930,6315906847,,543 E 21ST STREET,E6,BKLYN,NY,11226,,,4749640,15600204,

KEVIN,R,SHAIKH,,M,811414065,08/12/1997,8606586911,,419 WEST 128 STREET,27,NEW YORK,NY,10027,,,4749650,15413238,
KEVIN,R,LACKEY,,M,811414068,08/12/1997,6098543220,,419 WEST 128TH STREET,27,NEW YORK,NY,10027,,,4749657,15428553,

SAEEDA,,ZAFAR,,F,809735858,25/12/1961,2031802470,,2095 CRUGER AVENUE,6F,BRONX,NY,10462,KEITH,SZAFAR@AMGGT.COM,4749663,15402724,
SAEEDA,,ZAFAR,,F,828971879,15/12/1961,2031802470,,2095 CRUGER AVENUE,6F,BRONX,NY,10462,,,4749676,15842552,

BEVERLY,JET,OSTROWSKI,,F,848620905,20/07/1997,2129427565,,1523 TAYLOR AVENUE,,,,-1,,,4749694,15738490,
BEVERLY,,OSTROWSKI,,F,0,21/07/1997,2012291625,,1523 TAYLOR AVENUE,30,BRONX,NY,10460,,,4749702,15394576,

CAROL,,KERTE,,F,747840362,15/08/1974,5518438211,,3140 32ND AVENUE,1,EAST ELMHURST,NY,11369,,,4749719,15720238,
CAROL,,KORTE,,F,893781997,15/08/1974,8482726465,,8613 32ND AVENUE,2FL,EAST ELMHURST,NY,11369,,CKORTE@AMGGT.COM,4749731,15865678,

FATIMA,,PEREZ,,F,0,10/12/1922,5703895604,,1686 GRAND CONCOURSE,2A,BRONX,NY,10457,,FPEREZ@AMGGT.COM,4749746,15730710,
FATIMA,E,PEREZ,,F,862879682,10/12/1922,5511656441,,44 W 175 STREET,A1,BRONX,NY,10452,,,4749758,15874212,

TIFFANY,,CAO,,F,0,09/12/1980,5161074022,,2950 WEST 35TH STREET,1304,BROOKLYN,NY,11224,,,4749763,15921497,
TIFFANY,,CAO,,F,0,26/12/1923,5702584833,,2950 WEST 35 STREET,1304,BROOKLYN,NY,11224,,,4749770,15595652,

KATRINA,,CONWAY,,F,873322831,21/12/1959,2679881477,,5240 BROADWAY,2H,BRONX,NY,10463,,,4749785,15903170,
KATRINA,,JONES,,F,0,21/12/1960,8485573754,,5240 BROADWAY,2H,BRONX,NY,10463,,,4749800,15612406,

BROOKE,,PANZA,,F,832697228,11/10/1924,9177079968,,1020 BOYTON AVENUE,3L,BRONX,NY,10472,,,4749817,15530153,
BROOKE,MARIE,PANZA,,F,0,13/06/1924,9177079968,,1020 BOYNTON AVENUE,3L,BRONX,NY,10472,,,4749829,15497309,

CHRISTI,,GARNER,,F,894382142,13/10/1984,8459766612,,305 HENDRIX STREE,1R,BROOKLYN,NY,11207,,,4749834,15518248,
CHRISTI,,GARNER,,F,0,09/12/2006,8459766612,,305 HENDRIX STREET,1R,BROOKLYN,NY,11207,,CGARNER@AMGGT.COM,4749836,15551433,

CORINA,,ROZENBURGH,,F,838537519,03/11/1959,5168214351,,300 WEST 151ST STREET,6D,NEW YORK,NY,10039,,,4749849,15776030,
CORINA,,ROZENBURGH,,F,743597963,03/12/1959,5168214351,,300 WEST 151ST STREET,6D,NEW YORK,NY,10039,,,4749862,15478414,

WBONY,N,BOGGS,,F,813350116,16/12/2004,5702413613,,219 E 121 STREET,,NEW YORK,NY,10035,,,4749867,15695278,
EBONY,N,BOGGS,,F,813358720,16/12/2004,5702413613,,MABON BLDG 13,,NEW YORK,NY,10035,,EBOGGS@AMGGT.COM,4749872,15698060,

KIMBERLY,S,SHOCKLEY,,F,0,28/07/2003,6092453145,,506 WILLOUGHBY AVENUE,4,BROOKLYN,NY,11206,,,4749873,15523454,
KIMBERLY,S,SHOCKLEY,,F,824535278,09/10/1976,8621174401,929-457-9091,506 WILLOBY AVENUE,3,BROOKLYN,NY,11206,,,4749891,15490648,

BETH,,SANTILLOPAYES,,F,0,01/12/1963,9178243192,,25 BAY 31ST STREET,9,BROOKLYN,NY,11214,,,4749895,15918067,
BETH,,BRADEN,,F,890587446,01/12/1953,2121157326,,25 BAY 31 STREET,9,BROOKLYN,NY,11214,,,4749909,15527922,

STANLEY,TRAVIS,SHEEHAN,,M,856129190,28/10/1986,8621259294,,2711 CRUGER AVENUE,1,BRONX,NY,10467,,,4749915,15623921,
STANLEY,TRAVIS,SHEEHAN,,M,856230689,03/02/2010,8621259294,,2711 CRUGER AVENUE,1,BRONX,NY,10467,,,4749934,15786930,

ANTALIONE,,PINO,,M,835542170,01/12/1921,9296149636,,,,,,-1,,,4749953,15559821,
ANTALIONE,,PINO,,M,0,01/12/1921,6097008914,,2357 DAVISON AVENUE,6B,BRONX,NY,10468,,,4749967,15856084,

CHRISTINA,,KOLAHIFAR,,F,0,17/06/1974,8622914241,,2455 27 STREET,,ASTORIA,NY,11102,,CKOLAHIFAR@AMGGT.COM,4749984,15701439,
CHRISTINA,,KOLAHIFAR,,F,0,16/06/1974,5166186024,,,,,,-1,,,4750000,15947949,

HELEN,TINA,RAYMOND,,F,827701334,28/10/1989,5706858824,718-918-2420,572 OSBORNE STREET,1R,BROOKLYN,NY,11212,,,4750008,15957664,
